Order ID,Order Date,Customer Name,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Region,City,State
ORD-10364,2025-08-08,Customer 053,Corporate,Technology,Phones,Keyboard,688.1,4,0.15,61.02,South,Bengaluru,Karnataka
ORD-10288,2025-08-08,Customer 046,Consumer,Technology,Phones,Laptop,2917.23,6,0.0,654.62,West,Mumbai,Maharashtra
ORD-10410,2025-08-10,Customer 001,Consumer,Technology,Computers,Smartphone,1797.54,5,0.0,300.92,South,Bengaluru,Karnataka
ORD-10156,2025-08-11,Customer 031,Corporate,Furniture,Tables,Office Chair,297.4,1,0.15,8.9,South,Bengaluru,Karnataka
ORD-10480,2025-08-14,Customer 038,Consumer,Technology,Accessories,Laptop,1623.5,5,0.1,223.61,Central,Delhi,Delhi
ORD-10318,2025-08-15,Customer 034,Corporate,Office Supplies,Storage,Notebook,531.54,7,0.2,62.58,East,Kolkata,West Bengal
ORD-10169,2025-08-19,Customer 018,Consumer,Furniture,Chairs,Cabinet,244.21,1,0.0,29.29,West,Mumbai,Maharashtra
ORD-10203,2025-08-20,Customer 058,Consumer,Office Supplies,Storage,Binder,156.07,2,0.1,19.78,East,Kolkata,West Bengal
ORD-10186,2025-08-20,Customer 005,Consumer,Furniture,Chairs,Bookshelf,492.19,7,0.0,98.93,West,Mumbai,Maharashtra
ORD-10234,2025-08-25,Customer 046,Consumer,Technology,Computers,Smartphone,1478.85,3,0.1,213.71,South,Bengaluru,Karnataka
ORD-10337,2025-08-25,Customer 008,Consumer,Furniture,Bookcases,Bookshelf,903.39,4,0.05,103.69,West,Mumbai,Maharashtra
ORD-10263,2025-08-26,Customer 063,Consumer,Technology,Phones,Monitor,2298.13,5,0.05,384.52,Central,Delhi,Delhi
ORD-10290,2025-08-26,Customer 058,Home Office,Furniture,Tables,Office Chair,357.58,4,0.05,29.55,West,Mumbai,Maharashtra
ORD-10038,2025-08-27,Customer 026,Corporate,Technology,Phones,Smartphone,1482.77,3,0.0,239.2,West,Mumbai,Maharashtra
ORD-10158,2025-08-27,Customer 033,Consumer,Furniture,Bookcases,Office Chair,677.93,5,0.05,33.42,East,Kolkata,West Bengal
ORD-10468,2025-08-27,Customer 022,Consumer,Office Supplies,Storage,Printer Paper,183.82,3,0.05,38.37,Central,Delhi,Delhi
ORD-10336,2025-08-28,Customer 048,Consumer,Office Supplies,Paper,Printer Paper,191.58,3,0.1,20.02,West,Mumbai,Maharashtra
ORD-10184,2025-08-31,Customer 004,Corporate,Office Supplies,Storage,Notebook,120.55,3,0.15,12.14,South,Bengaluru,Karnataka
ORD-10312,2025-09-06,Customer 038,Consumer,Technology,Phones,Monitor,3991.66,6,0.05,507.63,South,Bengaluru,Karnataka
ORD-10397,2025-09-06,Customer 043,Corporate,Office Supplies,Binders,File Folder,30.87,1,0.0,6.6,East,Kolkata,West Bengal
ORD-10078,2025-09-07,Customer 051,Consumer,Furniture,Chairs,Office Chair,126.79,1,0.1,2.1,West,Mumbai,Maharashtra
ORD-10420,2025-09-09,Customer 018,Consumer,Furniture,Tables,Cabinet,1437.47,6,0.1,77.39,West,Mumbai,Maharashtra
ORD-10210,2025-09-10,Customer 070,Consumer,Office Supplies,Storage,File Folder,182.54,3,0.3,-1.15,East,Kolkata,West Bengal
ORD-10248,2025-09-11,Customer 019,Consumer,Technology,Computers,Tablet,1161.42,3,0.05,154.37,South,Bengaluru,Karnataka
ORD-10031,2025-09-11,Customer 005,Consumer,Technology,Accessories,Tablet,2408.83,4,0.05,330.42,West,Mumbai,Maharashtra
ORD-10491,2025-09-12,Customer 074,Consumer,Technology,Computers,Keyboard,1912.0,4,0.15,194.55,East,Kolkata,West Bengal
ORD-10323,2025-09-17,Customer 016,Home Office,Furniture,Bookcases,Office Chair,1021.02,5,0.2,-4.2,Central,Delhi,Delhi
ORD-10294,2025-09-22,Customer 005,Consumer,Technology,Computers,Monitor,4086.12,7,0.3,278.61,South,Bengaluru,Karnataka
ORD-10255,2025-09-25,Customer 030,Consumer,Technology,Accessories,Tablet,667.33,2,0.1,80.05,West,Mumbai,Maharashtra
ORD-10347,2025-09-29,Customer 032,Home Office,Furniture,Chairs,Conference Table,497.64,2,0.05,18.58,West,Mumbai,Maharashtra
ORD-10381,2025-09-29,Customer 040,Consumer,Furniture,Tables,Bookshelf,845.63,4,0.1,35.41,South,Bengaluru,Karnataka
ORD-10002,2025-10-08,Customer 021,Consumer,Office Supplies,Binders,Binder,417.08,4,0.0,88.35,West,Mumbai,Maharashtra
ORD-10050,2025-10-09,Customer 058,Consumer,Furniture,Tables,Conference Table,575.93,4,0.1,28.95,South,Bengaluru,Karnataka
ORD-10154,2025-10-09,Customer 047,Corporate,Technology,Computers,Smartphone,445.14,1,0.1,82.4,South,Bengaluru,Karnataka
ORD-10322,2025-10-21,Customer 068,Corporate,Technology,Accessories,Tablet,879.2,3,0.2,54.16,West,Mumbai,Maharashtra
ORD-10431,2025-10-21,Customer 025,Consumer,Office Supplies,Paper,Printer Paper,333.56,5,0.0,73.86,South,Bengaluru,Karnataka
ORD-10484,2025-10-21,Customer 017,Corporate,Technology,Phones,Keyboard,554.1,2,0.1,69.91,West,Mumbai,Maharashtra
ORD-10198,2025-10-22,Customer 008,Corporate,Furniture,Bookcases,Office Chair,828.53,4,0.15,38.09,West,Mumbai,Maharashtra
ORD-10027,2025-10-24,Customer 066,Consumer,Furniture,Bookcases,Desk,455.83,3,0.1,31.73,West,Mumbai,Maharashtra
ORD-10399,2025-10-29,Customer 017,Corporate,Office Supplies,Storage,Binder,31.27,1,0.0,5.31,South,Bengaluru,Karnataka
ORD-10016,2025-11-02,Customer 070,Consumer,Office Supplies,Paper,Notebook,43.94,1,0.1,5.82,South,Bengaluru,Karnataka
ORD-10073,2025-11-03,Customer 006,Consumer,Technology,Accessories,Keyboard,2637.55,6,0.1,233.87,West,Mumbai,Maharashtra
ORD-10460,2025-11-03,Customer 001,Consumer,Technology,Phones,Smartphone,957.26,2,0.0,123.22,South,Bengaluru,Karnataka
ORD-10095,2025-11-03,Customer 023,Corporate,Technology,Accessories,Keyboard,3260.48,6,0.0,556.61,South,Bengaluru,Karnataka
ORD-10443,2025-11-04,Customer 058,Consumer,Technology,Phones,Keyboard,1283.14,2,0.0,237.4,South,Bengaluru,Karnataka
ORD-10400,2025-11-06,Customer 058,Consumer,Furniture,Tables,Cabinet,153.13,3,0.2,1.96,West,Mumbai,Maharashtra
ORD-10365,2025-11-07,Customer 063,Consumer,Office Supplies,Storage,File Folder,73.45,2,0.1,13.81,East,Kolkata,West Bengal
ORD-10434,2025-11-07,Customer 022,Corporate,Technology,Phones,Monitor,552.34,2,0.15,48.37,East,Kolkata,West Bengal
ORD-10372,2025-11-08,Customer 025,Consumer,Technology,Computers,Keyboard,2518.74,4,0.1,313.45,South,Bengaluru,Karnataka
ORD-10469,2025-11-09,Customer 028,Consumer,Furniture,Tables,Office Chair,719.86,7,0.3,5.33,Central,Delhi,Delhi
ORD-10339,2025-11-10,Customer 036,Consumer,Office Supplies,Paper,Printer Paper,306.78,5,0.15,44.28,Central,Delhi,Delhi
ORD-10300,2025-11-11,Customer 016,Corporate,Technology,Phones,Tablet,379.16,5,0.15,43.77,South,Bengaluru,Karnataka
ORD-10361,2025-11-12,Customer 061,Corporate,Office Supplies,Paper,Printer Paper,230.57,4,0.15,35.13,West,Mumbai,Maharashtra
ORD-10028,2025-11-12,Customer 026,Corporate,Furniture,Tables,Office Chair,252.24,1,0.1,10.89,East,Kolkata,West Bengal
ORD-10467,2025-11-13,Customer 038,Consumer,Office Supplies,Binders,File Folder,310.87,7,0.1,43.7,East,Kolkata,West Bengal
ORD-10240,2025-11-14,Customer 033,Corporate,Furniture,Tables,Cabinet,879.22,7,0.05,102.06,East,Kolkata,West Bengal
ORD-10136,2025-11-16,Customer 015,Consumer,Technology,Phones,Monitor,584.49,2,0.1,68.13,Central,Delhi,Delhi
ORD-10225,2025-11-18,Customer 004,Corporate,Furniture,Chairs,Conference Table,212.75,1,0.15,5.92,West,Mumbai,Maharashtra
ORD-10441,2025-11-18,Customer 020,Consumer,Technology,Accessories,Monitor,400.11,1,0.0,71.75,West,Mumbai,Maharashtra
ORD-10183,2025-11-20,Customer 031,Corporate,Office Supplies,Storage,Storage Box,132.51,3,0.1,16.82,East,Kolkata,West Bengal
ORD-10185,2025-11-20,Customer 063,Corporate,Technology,Phones,Monitor,2109.1,4,0.15,140.6,Central,Delhi,Delhi
ORD-10037,2025-11-21,Customer 043,Home Office,Technology,Computers,Monitor,2799.19,4,0.1,245.95,Central,Delhi,Delhi
ORD-10014,2025-11-22,Customer 062,Home Office,Office Supplies,Binders,File Folder,319.9,7,0.1,40.92,South,Bengaluru,Karnataka
ORD-10338,2025-11-24,Customer 037,Corporate,Technology,Phones,Keyboard,2136.41,6,0.2,218.4,South,Bengaluru,Karnataka
ORD-10371,2025-11-25,Customer 028,Consumer,Technology,Computers,Laptop,2464.39,4,0.05,390.52,Central,Delhi,Delhi
ORD-10369,2025-11-25,Customer 079,Consumer,Furniture,Bookcases,Conference Table,1339.5,5,0.15,103.63,West,Mumbai,Maharashtra
ORD-10401,2025-11-26,Customer 028,Consumer,Technology,Phones,Monitor,4682.44,7,0.05,671.4,West,Mumbai,Maharashtra
ORD-10011,2025-11-29,Customer 028,Home Office,Furniture,Chairs,Cabinet,1114.59,7,0.0,158.62,East,Kolkata,West Bengal
ORD-10368,2025-11-29,Customer 021,Corporate,Office Supplies,Paper,Binder,177.14,5,0.0,34.13,Central,Delhi,Delhi
ORD-10390,2025-11-29,Customer 076,Corporate,Office Supplies,Binders,Notebook,470.67,6,0.05,73.94,Central,Delhi,Delhi
ORD-10124,2025-11-30,Customer 064,Consumer,Office Supplies,Binders,Storage Box,405.37,6,0.0,58.06,Central,Delhi,Delhi
ORD-10427,2025-11-30,Customer 077,Corporate,Furniture,Tables,Office Chair,541.49,4,0.15,7.11,West,Mumbai,Maharashtra
ORD-10200,2025-12-01,Customer 056,Corporate,Office Supplies,Binders,Binder,451.63,7,0.1,75.29,West,Mumbai,Maharashtra
ORD-10058,2025-12-04,Customer 038,Corporate,Technology,Phones,Keyboard,3155.33,5,0.2,270.59,West,Mumbai,Maharashtra
ORD-10147,2025-12-07,Customer 014,Consumer,Office Supplies,Paper,File Folder,216.39,4,0.05,40.42,East,Kolkata,West Bengal
ORD-10171,2025-12-08,Customer 013,Consumer,Technology,Phones,Monitor,552.77,3,0.05,63.52,West,Mumbai,Maharashtra
ORD-10238,2025-12-08,Customer 068,Home Office,Technology,Accessories,Tablet,1420.23,5,0.15,92.98,West,Mumbai,Maharashtra
ORD-10106,2025-12-10,Customer 072,Consumer,Office Supplies,Binders,Binder,460.43,7,0.15,69.03,East,Kolkata,West Bengal
ORD-10236,2025-12-18,Customer 063,Corporate,Furniture,Bookcases,Bookshelf,569.89,2,0.3,-17.18,South,Bengaluru,Karnataka
ORD-10458,2025-12-20,Customer 030,Home Office,Office Supplies,Paper,File Folder,382.92,6,0.3,2.15,East,Kolkata,West Bengal
ORD-10389,2025-12-20,Customer 022,Corporate,Office Supplies,Binders,File Folder,187.54,5,0.0,33.48,West,Mumbai,Maharashtra
ORD-10429,2025-12-20,Customer 036,Consumer,Technology,Computers,Keyboard,550.12,1,0.2,29.45,East,Kolkata,West Bengal
ORD-10133,2025-12-21,Customer 072,Consumer,Office Supplies,Binders,Storage Box,135.11,5,0.3,12.69,West,Mumbai,Maharashtra
ORD-10437,2025-12-21,Customer 075,Home Office,Office Supplies,Storage,Storage Box,262.78,4,0.05,64.48,East,Kolkata,West Bengal
ORD-10072,2025-12-24,Customer 020,Consumer,Office Supplies,Storage,Printer Paper,140.12,3,0.3,6.98,Central,Delhi,Delhi
ORD-10051,2025-12-24,Customer 077,Corporate,Technology,Phones,Monitor,1511.48,3,0.05,315.57,East,Kolkata,West Bengal
ORD-10231,2025-12-24,Customer 016,Consumer,Furniture,Chairs,Cabinet,1004.35,4,0.1,64.55,Central,Delhi,Delhi
ORD-10065,2025-12-26,Customer 014,Corporate,Furniture,Chairs,Office Chair,537.45,3,0.05,40.43,Central,Delhi,Delhi
ORD-10270,2025-12-26,Customer 043,Home Office,Technology,Phones,Keyboard,4126.22,7,0.2,386.52,West,Mumbai,Maharashtra
ORD-10286,2025-12-28,Customer 008,Corporate,Furniture,Tables,Office Chair,1179.05,4,0.05,165.74,West,Mumbai,Maharashtra
ORD-10206,2025-12-28,Customer 080,Consumer,Furniture,Tables,Conference Table,710.03,4,0.1,100.64,South,Bengaluru,Karnataka
ORD-10008,2025-12-28,Customer 037,Corporate,Technology,Computers,Laptop,1498.12,4,0.05,220.12,South,Bengaluru,Karnataka
ORD-10282,2025-12-29,Customer 055,Consumer,Technology,Accessories,Monitor,1475.38,3,0.1,158.63,Central,Delhi,Delhi
ORD-10444,2025-12-29,Customer 033,Corporate,Furniture,Chairs,Conference Table,2198.52,6,0.2,38.13,South,Bengaluru,Karnataka
ORD-10362,2025-12-30,Customer 002,Consumer,Office Supplies,Paper,Storage Box,219.43,3,0.1,37.48,Central,Delhi,Delhi
ORD-10268,2025-12-31,Customer 051,Corporate,Office Supplies,Storage,Binder,152.19,3,0.15,20.96,Central,Delhi,Delhi
